investigate_D0_Arg2	28	0.011050633990205378	452742.0 - 3648472.0 - 139 - 44 - 2474
may_D0_Arg2	32	0.009848483307864824	435424.0 - 3333496.0 - 127 - 49 - 2474
whether_D0_Arg1	27	0.0075857535479550995	316672.0 - 2519808.0 - 96 - 32 - 2474
determine_D0_Arg2	34	0.004988299830264461	227608.0 - 1706120.0 - 65 - 27 - 2474
appear_D0_Arg2	43	0.0024603331796210774	195446.0 - 1023672.0 - 39 - 40 - 2474
suggest_D0_Arg2	19	0.002355427917587751	905484.0 - 2021096.0 - 77 - 289 - 2474
be_investigate_D1_Arg2_Arg2	208	0.00222679218470548	101434.0 - 761192.0 - 29 - 12 - 2474
may_be_D1_Arg2_Arg2	328	0.00216216461342895	118752.0 - 787440.0 - 30 - 18 - 2474
investigate_-_D1_Arg2_Arg1	466	0.002069503619279015	56902.0 - 603704.0 - 23 - 0 - 2474
be_analyze_D1_Arg2_Arg2	178	0.0018078749009042521	66798.0 - 577456.0 - 22 - 5 - 2474
be_study_D1_Arg2_Arg2	232	0.001727004186948885	84116.0 - 603704.0 - 23 - 11 - 2474
be_investigate_DW_Arg2_Arg1	1241	0.0015779512287969525	76694.0 - 551208.0 - 21 - 10 - 2474
might_D0_Arg2	29	0.0014825443193323602	64324.0 - 498712.0 - 19 - 7 - 2474
be_determine_D1_Arg2_Arg2	279	0.001355223279146075	76694.0 - 498712.0 - 19 - 12 - 2474
ask_D0_Arg2	53	0.001334899887084331	47006.0 - 419968.0 - 16 - 3 - 2474
whether_be_D1_Arg1_Arg2	184	0.0013036330206487622	49480.0 - 419968.0 - 16 - 4 - 2474
be_determine_DW_Arg2_Arg1	1275	0.0012925529599499964	71746.0 - 472464.0 - 18 - 11 - 2474
possible_D0_Arg1	70	0.001218438298079327	56902.0 - 419968.0 - 16 - 7 - 2474
likely_D0_Arg1	42	0.001163593032829724	86590.0 - 472464.0 - 18 - 17 - 2474
suggest_be_D1_Arg2_Arg2	136	0.0011549599814267553	178128.0 - 629952.0 - 24 - 48 - 2474
investigate_and_D1_Arg2_Arg1	378	0.0011330155495257609	34636.0 - 341224.0 - 13 - 1 - 2474
be_evaluate_D1_Arg2_Arg2	284	0.0010668806781405583	39584.0 - 341224.0 - 13 - 3 - 2474
be_measure_D1_Arg2_Arg2	237	0.0010577536752833627	61850.0 - 393720.0 - 15 - 10 - 2474
potential_D0_Arg1	1	0.0010353401314971992	64324.0 - 393720.0 - 15 - 11 - 2474
be_and_D1_Arg1_Arg1	206	8.870746682889758E-4	405736.0 - 839936.0 - 32 - 132 - 2474
be_assess_D1_Arg2_Arg2	389	8.696530900533669E-4	47006.0 - 314976.0 - 12 - 7 - 2474
how_D0_Arg1	15	8.357029509090459E-4	76694.0 - 367472.0 - 14 - 17 - 2474
hypothesis_D0_Arg2	37	7.409991403549671E-4	27214.0 - 236232.0 - 9 - 2 - 2474
be_examine_D1_Arg2_Arg2	413	7.392213399215834E-4	49480.0 - 288728.0 - 11 - 9 - 2474
be_and_D1_Arg1_Arg2	140	6.577490877334222E-4	351308.0 - 682448.0 - 26 - 116 - 2474
possibility_D0_Arg2	75	6.518165103243811E-4	24740.0 - 209984.0 - 8 - 2 - 2474
understand_D0_Arg2	13	6.346522051700177E-4	37110.0 - 236232.0 - 9 - 6 - 2474
whether_D0_Arg2	54	5.398705093771345E-4	14844.0 - 157488.0 - 6 - 0 - 2474
may_cooperate_D1_Arg2_Arg2	280	5.398705093771345E-4	14844.0 - 157488.0 - 6 - 0 - 2474
might_be_D1_Arg2_Arg2	305	5.046333835403641E-4	17318.0 - 157488.0 - 6 - 1 - 2474
be_test_D1_Arg2_Arg2	390	5.046333835403641E-4	17318.0 - 157488.0 - 6 - 1 - 2474
likely_be_D1_Arg2_Arg2	790	5.046333835403641E-4	17318.0 - 157488.0 - 6 - 1 - 2474
be_quantify_D1_Arg2_Arg2	732	4.741095967471937E-4	19792.0 - 157488.0 - 6 - 2 - 2474
appear_be_D1_Arg2_Arg2	190	4.726678773155061E-4	44532.0 - 209984.0 - 8 - 10 - 2474
how_D0_Arg2	103	4.4989209114761205E-4	12370.0 - 131240.0 - 5 - 0 - 2474
be_understand_D1_Arg2_Arg2	148	4.4989209114761205E-4	12370.0 - 131240.0 - 5 - 0 - 2474
investigate_be_D1_Arg2_Arg2	185	4.4989209114761205E-4	12370.0 - 131240.0 - 5 - 0 - 2474
be_analyse_D1_Arg2_Arg2	277	4.4989209114761205E-4	12370.0 - 131240.0 - 5 - 0 - 2474
suggest_but_D1_Arg2_Arg1	296	4.4989209114761205E-4	12370.0 - 131240.0 - 5 - 0 - 2474
be_understand_DW_Arg2_Arg1	1219	4.4989209114761205E-4	12370.0 - 131240.0 - 5 - 0 - 2474
how_understand_DW_Arg1_Arg2	1436	4.4989209114761205E-4	12370.0 - 131240.0 - 5 - 0 - 2474
not_appear_D1_Arg1_Arg2	515	4.47185708681882E-4	22266.0 - 157488.0 - 6 - 3 - 2474
do_appear_D1_Arg2_Arg2	516	4.47185708681882E-4	22266.0 - 157488.0 - 6 - 3 - 2474
appear_DN_Arg2	1586	4.47185708681882E-4	22266.0 - 157488.0 - 6 - 3 - 2474
investigate_and_D1_Arg2_Arg2	380	4.231014701133451E-4	24740.0 - 157488.0 - 6 - 4 - 2474
if_D0_Arg1	9	3.979581979394058E-4	56902.0 - 209984.0 - 8 - 15 - 2474
unlikely_D0_Arg2	80	3.5991367291808964E-4	9896.0 - 104992.0 - 4 - 0 - 2474
likely_play_D1_Arg2_Arg2	143	3.5991367291808964E-4	9896.0 - 104992.0 - 4 - 0 - 2474
might_have_D1_Arg2_Arg2	286	3.5991367291808964E-4	9896.0 - 104992.0 - 4 - 0 - 2474
be_unlikely_D1_Arg2_Arg2	553	3.5991367291808964E-4	9896.0 - 104992.0 - 4 - 0 - 2474
may_play_D1_Arg2_Arg2	635	3.5991367291808964E-4	9896.0 - 104992.0 - 4 - 0 - 2474
seem_likely_D1_Arg2_Arg1	885	3.5991367291808964E-4	9896.0 - 104992.0 - 4 - 0 - 2474
and_suggest_DW_Arg1_Arg2	1421	3.5991367291808964E-4	9896.0 - 104992.0 - 4 - 0 - 2474
seem_likely_DW_Arg2_Arg1	1480	3.5991367291808964E-4	9896.0 - 104992.0 - 4 - 0 - 2474
seek_determine_D1_Arg2_Arg2	774	3.2590825516219055E-4	12370.0 - 104992.0 - 4 - 1 - 2474
appear_and_D1_Arg2_Arg1	733	2.981238057879214E-4	14844.0 - 104992.0 - 4 - 2 - 2474
probably_D0_Arg1	86	2.7463238856340776E-4	17318.0 - 104992.0 - 4 - 3 - 2474
seem_be_D1_Arg2_Arg2	250	2.7463238856340776E-4	17318.0 - 104992.0 - 4 - 3 - 2474
determine_-_D1_Arg2_Arg1	699	2.7463238856340776E-4	17318.0 - 104992.0 - 4 - 3 - 2474
question_D0_Arg2	89	2.6993525468856723E-4	7422.0 - 78744.0 - 3 - 0 - 2474
whether_and_D1_Arg1_Arg1	377	2.6993525468856723E-4	7422.0 - 78744.0 - 3 - 0 - 2474
